gaz_id,gaz_name,gaz_featureclass,fcode,state_alpha,county_name,LayerID,GlobalID,JoinID
1304615,Willow Bar Cutoff,Channel,20700,TN,Lake,7,{9d01e9e4-2647-4357-b1f3-f0f4aa3cf4fe},4158
1304633,Winegar Spring,Spring,45800,TN,Sullivan,7,{2e496fcb-6290-4845-b679-b5bb651103b9},4159
1304649,Wolf River Lagoon,Lake,39004,TN,Shelby,7,{dcd0c794-0a24-4e09-ab42-bcbcdc17c0d3},4160
1304800,Allegheny Springs,Spring,45800,TN,Blount,7,{78afd84c-20cf-44a4-afba-40791b114811},4161
1304877,Arnwine Spring,Spring,45800,TN,McMinn,7,{2bedc265-8142-4e2c-9448-695e9a02da3f},4162
1304913,Bacon Spring,Spring,45800,TN,Anderson,7,{16201fd5-fc3f-4522-9411-4b0853b2165a},4163
1304968,Barnishee Bayou,Lake,39004,TN,Shelby,7,{89d57cbe-af42-44ea-b09b-09bb220b60ea},4164
1305030,Bearwallow Spring,Spring,45800,TN,Union,7,{381396db-b8f4-4f69-941d-2fffa1a72785},4165
1305074,Belew Springs,Spring,45800,TN,Lawrence,7,{9771557b-4ae3-4fbf-a559-98d2a46ccd96},4166
1305083,Bell Spring,Spring,45800,TN,McMinn,7,{27fef426-4ae1-4d24-977c-8ba040a1eeb6},4167
1305084,Bell Spring,Spring,45800,TN,McMinn,7,{082766cf-d8ad-4e27-a57e-787069b7e961},4168
1305190,Bevel Spring,Spring,45800,TN,Giles,7,{df8205a8-0f90-4cfc-85bf-58ecfcea4c2a},4169
1305232,Big Spring,Spring,45800,TN,Grundy,7,{aceccc85-05a9-48c3-a6bb-7c602826ff15},4170
1305233,Sartain Spring,Spring,45800,TN,Jefferson,7,{aebe8b53-52b7-474c-aac5-df6e891a87c3},4171
1305234,Big Spring,Spring,45800,TN,Carter,7,{57cb983a-5612-4dfe-a073-c20f95e11e9e},4172
1305300,Blowing Springs,Spring,45800,TN,Anderson,7,{d3fb666f-0b35-4890-89ef-6277aa3c6e8d},4173
1305386,Bradley Lake,Reservoir,39004,TN,Knox,7,{46d79d7e-2c0d-4dc0-8e86-4a4fd8b77187},4174
1305447,Brown Creek Lake,Reservoir,39004,TN,Cumberland,7,{780875e0-a215-4a40-b664-ae9134221d38},4175
1305464,Browns Creek Lake,Reservoir,39004,TN,Henderson,7,{5d85dc06-00fb-4e62-baa2-a09f08697894},4176
1305512,Bufford Spring,Spring,45800,TN,Stewart,7,{99b721b4-9bf8-454c-bdf9-19e6a8fb313f},4177
1305705,Carroll Lake,Reservoir,39009,TN,Carroll,7,{35dbe3c6-6d7d-4743-a741-8ddceecd8f4f},4178
1305739,Cave Spring,Spring,45800,TN,McMinn,7,{6ce982d5-8d8e-4079-aa6b-da4e10378975},4179
1305749,Cayce Spring,Spring,45800,TN,Williamson,7,{c145a034-0886-4f89-ac9c-7ed9a7b98a25},4180
1305791,Cement Shoals,Bar,15008,TN,Knox,7,{c38dc843-980b-4dfa-bf5b-1eab62310163},4181
1305894,Chickamauga Boat Harbor,Bay,31200,TN,Hamilton,7,{7411d3b4-7609-4394-8580-3cea2e6f23ff},4182
1305901,Chilhowee Shoals,Bar,15008,TN,Monroe,7,{ef372dd9-f849-4a3c-9521-ea1b29126772},4183
1305901,Chilhowee Shoals,Bar,15008,TN,Blount,7,{3a164fe2-526a-43da-aa8d-f444b5688172},4184
1305935,Clack Spring,Spring,45800,TN,Hardin,7,{890c39d1-b260-4d85-b4a6-fbb947ceec40},4185
1305961,Clear Springs,Spring,45800,TN,Greene,7,{5d566f07-7a49-4eaa-a17e-8a0f2993a842},4186
1306011,Cockleburr Lake,Lake,39004,TN,Shelby,7,{56e234c3-2bef-447e-8203-f32967c09b41},4187
1306047,Collins Lake,Reservoir,39009,TN,Davidson,7,{d9041205-f2dc-438e-ba1b-9ce8891dab0e},4188
1306144,Cove Lake,Reservoir,39004,TN,Campbell,7,{b0d58d01-bc79-494d-8465-b46777c71c07},4189
1306150,Cow Pond,Lake,39004,TN,Coffee,7,{8c8f4bfc-b77d-4f3c-a29a-de225a24b57f},4190
