place_idx,place_name,place_county,place_po_start,place_po_end,gnis_idx,gnis_id,gnis_name,gnis_county,gnis_feature_class,confidence,match_strategy,notes,Place_Name,County,place_lat,place_lon,gaz_id,gnis_lat,gnis_lon,distance_miles
184,Andrews Chapel,McMinn,,,16265.0,1304840.0,Andrews Creek,Cannon,Stream,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1304840,35.8095,-86.0583,86.5950035117342
184,Andrews Chapel,McMinn,,,16265.0,1304840.0,Andrews Creek,Cannon,Stream,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1304840,35.8445,-86.3972,105.51393973829374
184,Andrews Chapel,McMinn,,,16266.0,1304840.0,Andrews Creek,Rutherford,Stream,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1304840,35.8095,-86.0583,86.5950035117342
184,Andrews Chapel,McMinn,,,16266.0,1304840.0,Andrews Creek,Rutherford,Stream,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1304840,35.8445,-86.3972,105.51393973829374
184,Andrews Chapel,McMinn,,,16266.0,1304840.0,Andrews Creek,Rutherford,Stream,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1304840,35.8095,-86.0583,86.5950035117342
184,Andrews Chapel,McMinn,,,16266.0,1304840.0,Andrews Creek,Rutherford,Stream,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1304840,35.8445,-86.3972,105.51393973829374
184,Andrews Chapel,McMinn,,,26790.0,1275747.0,Andrews Hollow,Stewart,Valley,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1275747,36.5045,-87.8472,196.71542479677473
184,Andrews Chapel,McMinn,,,26790.0,1275747.0,Andrews Hollow,Stewart,Valley,75.0,FIRST_WORD,"First word match, different county",Andrews Chapel,McMinn,35.4345,-84.5872,1275747,36.5045,-87.8472,196.71542479677473
185,Andrews (Stand),Maury,,,2335.0,1275749.0,Andrews Spring,Marshall,Spring,80.0,NAME_VARIATION,Name variation: andrews spring,Andrews (Stand),Maury,35.6145,-87.0472,1275749,35.4545,-86.7972,17.883907919132206
185,Andrews (Stand),Maury,,,16265.0,1304840.0,Andrews Creek,Cannon,Stream,80.0,NAME_VARIATION,Name variation: andrews creek,Andrews (Stand),Maury,35.6145,-87.0472,1304840,35.8095,-86.0583,57.09418886017429
185,Andrews (Stand),Maury,,,16265.0,1304840.0,Andrews Creek,Cannon,Stream,80.0,NAME_VARIATION,Name variation: andrews creek,Andrews (Stand),Maury,35.6145,-87.0472,1304840,35.8445,-86.3972,39.772966987383505
185,Andrews (Stand),Maury,,,16266.0,1304840.0,Andrews Creek,Rutherford,Stream,80.0,NAME_VARIATION,Name variation: andrews creek,Andrews (Stand),Maury,35.6145,-87.0472,1304840,35.8095,-86.0583,57.09418886017429
185,Andrews (Stand),Maury,,,16266.0,1304840.0,Andrews Creek,Rutherford,Stream,80.0,NAME_VARIATION,Name variation: andrews creek,Andrews (Stand),Maury,35.6145,-87.0472,1304840,35.8445,-86.3972,39.772966987383505
186,Andy,Perry,,1904.0,13585.0,1327461.0,Andy Creek,Pickett,Stream,80.0,NAME_VARIATION,Name variation: andy creek,Andy,Perry,35.6345,-87.8472,1327461,36.5645,-85.0472,169.0088713471199
186,Andy,Perry,,1904.0,7115.0,1275751.0,Andy Branch,Anderson,Stream,80.0,NAME_VARIATION,Name variation: andy branch,Andy,Perry,35.6345,-87.8472,1275751,36.1034,-84.1888,207.38116142008462
186,Andy,Perry,,1904.0,8197.0,1275750.0,Andy Branch,Johnson,Stream,80.0,NAME_VARIATION,Name variation: andy branch,Andy,Perry,35.6345,-87.8472,1275750,36.4545,-81.8472,339.9124788998584
189,Angle(town),Sumner,1893.0,,33040.0,1314780.0,Cagle,Sequatchie,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 80.0), different county",Angle(town),Sumner,36.4645,-86.4672,1314780,35.4045,-85.3872,94.94879190610844
189,Angle(town),Sumner,1893.0,,33494.0,1640255.0,Range,Carter,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 80.0), different county",Angle(town),Sumner,36.4645,-86.4672,1640255,36.2989,-82.154,240.19289607078255
190,Angleton,Washington,,1886.0,29136.0,1304841.0,Angeltown,Sumner,Populated Place,72.35294117647058,FUZZY_GENERAL,"Fuzzy match (score: 82.35294117647058), different county",Angleton,Washington,36.2945,-82.5072,1304841,36.4645,-86.4672,220.59563333148952
190,Angleton,Washington,,1886.0,32048.0,1314298.0,Singleton,Bedford,Populated Place,72.35294117647058,FUZZY_GENERAL,"Fuzzy match (score: 82.35294117647058), different county",Angleton,Washington,36.2945,-82.5072,1314298,35.5045,-86.4714,228.48210565673563
190,Angleton,Washington,,1886.0,34014.0,1303636.0,Singleton,Blount,Populated Place,72.35294117647058,FUZZY_GENERAL,"Fuzzy match (score: 82.35294117647058), different county",Angleton,Washington,36.2945,-82.5072,1303636,35.6856,-83.9207,89.52687048320992
192,Ann Boor,Maury,,1823.0,21263.0,1275761.0,Ann Homer,Perry,Ridge,75.0,FIRST_WORD,"First word match, different county",Ann Boor,Maury,35.6145,-87.0472,1275761,35.6345,-87.8472,44.953997557985424
192,Ann Boor,Maury,,1823.0,21263.0,1275761.0,Ann Homer,Perry,Ridge,75.0,FIRST_WORD,"First word match, different county",Ann Boor,Maury,35.6145,-87.0472,1275761,35.3145,-87.7472,44.51557752241845
192,Ann Boor,Maury,,1823.0,21264.0,1275761.0,Ann Homer,Wayne,Ridge,75.0,FIRST_WORD,"First word match, different county",Ann Boor,Maury,35.6145,-87.0472,1275761,35.6345,-87.8472,44.953997557985424
192,Ann Boor,Maury,,1823.0,21264.0,1275761.0,Ann Homer,Wayne,Ridge,75.0,FIRST_WORD,"First word match, different county",Ann Boor,Maury,35.6145,-87.0472,1275761,35.3145,-87.7472,44.51557752241845
196,Annsville,Madison,,,947.0,1311768.0,Carnsville (historical),Carroll,Populated Place,74.21052631578947,FUZZY_GENERAL,"Fuzzy match (score: 84.21052631578947), different county",Annsville,Madison,35.6145,-88.8972,1311768,35.9795,-88.5972,30.311175495151527
196,Annsville,Madison,,,33600.0,1283916.0,Evansville,Dyer,Populated Place,74.21052631578947,FUZZY_GENERAL,"Fuzzy match (score: 84.21052631578947), different county",Annsville,Madison,35.6145,-88.8972,1283916,36.0745,-89.3972,42.36246767259208
196,Annsville,Madison,,,33820.0,1279296.0,Cainsville,Wilson,Populated Place,74.21052631578947,FUZZY_GENERAL,"Fuzzy match (score: 84.21052631578947), different county",Annsville,Madison,35.6145,-88.8972,1279296,36.1745,-86.2972,150.5876557390528
198,Anthem,Overton,,1905.0,1780.0,1307730.0,Panther (historical),Anderson,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 76.92307692307692), different county",Anthem,Overton,36.3345,-85.2972,1307730,36.1034,-84.1888,63.81796821606348
198,Anthem,Overton,,1905.0,23962.0,1272428.0,The Pan,Marion,Area,70.0,FUZZY_GENERAL,"Fuzzy match (score: 76.92307692307692), different county",Anthem,Overton,36.3345,-85.2972,1272428,35.1145,-85.6472,86.55499928165982
198,Anthem,Overton,,1905.0,32632.0,1282036.0,Dante,Knox,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Anthem,Overton,36.3345,-85.2972,1282036,36.0045,-83.9372,79.21373282091272
202,Antioch,Crockett,,,881.0,1313297.0,Antioch (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Crockett,35.8345,-89.0972,1313297,36.1345,-87.3972,97.28326418220242
202,Antioch,Crockett,,,28747.0,1275782.0,Antioch,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Crockett,35.8345,-89.0972,1275782,35.5045,-86.4714,149.14633851987898
202,Antioch,Crockett,,,28894.0,1309511.0,Antioch,Loudon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Crockett,35.8345,-89.0972,1309511,35.7345,-84.3372,266.87771435404295
206,Antioch,Gibson,,1874.0,881.0,1313297.0,Antioch (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Gibson,36.0345,-88.8972,1313297,36.1345,-87.3972,84.04540774264234
206,Antioch,Gibson,,1874.0,28747.0,1275782.0,Antioch,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Gibson,36.0345,-88.8972,1275782,35.5045,-86.4714,140.84005894929143
206,Antioch,Gibson,,1874.0,28894.0,1309511.0,Antioch,Loudon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Gibson,36.0345,-88.8972,1309511,35.7345,-84.3372,256.09834586046145
212,Antioch,Marion,,,881.0,1313297.0,Antioch (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Marion,35.1145,-85.6472,1313297,36.1345,-87.3972,120.94427167815775
212,Antioch,Marion,,,28747.0,1275782.0,Antioch,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Marion,35.1145,-85.6472,1275782,35.5045,-86.4714,53.72127541893894
212,Antioch,Marion,,,28894.0,1309511.0,Antioch,Loudon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Antioch,Marion,35.1145,-85.6472,1309511,35.7345,-84.3372,85.29833805701024
225,Bald Hill,Roane,,,630.0,1310682.0,Bald Hill (historical),Claiborne,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Bald Hill,Roane,35.8645,-84.5372,1310682,36.4945,-83.6972,63.951738495187655
225,Bald Hill,Roane,,,21843.0,1276206.0,Bald Hill,Sullivan,Summit,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Bald Hill,Roane,35.8645,-84.5372,1276206,36.5145,-82.2872,133.26644264100943
225,Bald Hill,Roane,,,26682.0,1276205.0,Bald Hill,Washington,Summit,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Bald Hill,Roane,35.8645,-84.5372,1276205,36.2945,-82.5072,117.1910760208099
226,Bald Hornet,Montgomery,,,20493.0,1276216.0,Bald Point,Franklin,Summit,75.0,FIRST_WORD,"First word match, different county",Bald Hornet,Montgomery,36.4945,-87.3472,1276216,35.1545,-86.0972,116.08975776677264
226,Bald Hornet,Montgomery,,,29782.0,1314621.0,Bald Point,Grainger,Populated Place,75.0,FIRST_WORD,"First word match, different county",Bald Hornet,Montgomery,36.4945,-87.3472,1314621,36.2845,-83.4972,214.62793697854005
226,Bald Hornet,Montgomery,,,0.0,1308776.0,Bald Island (historical),Stewart,Island,75.0,FIRST_WORD,"First word match, different county",Bald Hornet,Montgomery,36.4945,-87.3472,1308776,36.5045,-87.8472,27.781026356381158
231,Ballards,Sevier,,1901.0,31584.0,1269300.0,Allardt,Fentress,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 80.0), different county",Ballards,Sevier,35.7745,-83.5372,1269300,36.3845,-84.9472,89.3111100802731
231,Ballards,Sevier,,1901.0,2351.0,1276244.0,Ballard Slough,Tipton,Lake,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Ballards,Sevier,35.7745,-83.5372,1276244,35.4945,-89.7972,352.027547825246
231,Ballards,Sevier,,1901.0,729.0,1645146.0,Dallas (historical),Hamilton,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 71.42857142857143), different county",Ballards,Sevier,35.7745,-83.5372,1645146,35.1245,-85.2972,108.7713342813843
238,Banard,Roane,,,821.0,1311584.0,Tanyard (historical),Fayette,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 76.92307692307692), different county",Banard,Roane,35.8645,-84.5372,1311584,35.2145,-89.4472,279.6661151175457
238,Banard,Roane,,,32011.0,1647520.0,Anark,Carroll,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Banard,Roane,35.8645,-84.5372,1647520,35.9795,-88.5972,227.30529316142537
238,Banard,Roane,,,28021.0,1278215.0,Brainerd,Hamilton,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 71.42857142857143), different county",Banard,Roane,35.8645,-84.5372,1278215,35.1245,-85.2972,66.65181749303382
242,Bandy,Sumner,,1903.0,11663.0,1276260.0,Bandy Creek,Scott,Stream,80.0,NAME_VARIATION,Name variation: bandy creek,Bandy,Sumner,36.4645,-86.4672,1276260,36.4745,-84.5872,104.46553431860225
242,Bandy,Sumner,,1903.0,11663.0,1276260.0,Bandy Creek,Scott,Stream,80.0,NAME_VARIATION,Name variation: bandy creek,Bandy,Sumner,36.4645,-86.4672,1276260,36.3845,-84.9472,84.68969654383545
242,Bandy,Sumner,,1903.0,11664.0,1276260.0,Bandy Creek,Fentress,Stream,80.0,NAME_VARIATION,Name variation: bandy creek,Bandy,Sumner,36.4645,-86.4672,1276260,36.4745,-84.5872,104.46553431860225
242,Bandy,Sumner,,1903.0,11664.0,1276260.0,Bandy Creek,Fentress,Stream,80.0,NAME_VARIATION,Name variation: bandy creek,Bandy,Sumner,36.4645,-86.4672,1276260,36.3845,-84.9472,84.68969654383545
245,Bankston,Meigs,,1908.0,734.0,1643502.0,Blanton (historical),Cannon,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 80.0), different county",Bankston,Meigs,35.4945,-84.7372,1643502,35.8095,-86.0583,77.30222440950459
245,Bankston,Meigs,,1908.0,1768.0,1645045.0,Evanston (historical),Warren,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 75.0), different county",Bankston,Meigs,35.4945,-84.7372,1645045,35.6945,-85.7872,60.593120150564154
245,Bankston,Meigs,,1908.0,32765.0,1283915.0,Evanston,Hancock,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 75.0), different county",Bankston,Meigs,35.4945,-84.7372,1283915,36.5145,-83.2472,109.10377452049882
246,Banner,Sevier,,1903.0,33745.0,1276268.0,Banner Springs,Fentress,Populated Place,80.0,NAME_VARIATION,Name variation: banner springs,Banner,Sevier,35.7745,-83.5372,1276268,36.3845,-84.9472,89.3111100802731
246,Banner,Sevier,,1903.0,28473.0,1327499.0,Banner Hill,Unicoi,Populated Place,80.0,NAME_VARIATION,Name variation: banner hill,Banner,Sevier,35.7745,-83.5372,1327499,36.1045,-82.3472,70.36947038467717
249,Bantons Ferry,Rutherford,,1840.0,1792.0,1640646.0,Barns Ferry (historical),Polk,Crossing,73.33333333333334,FUZZY_GENERAL,"Fuzzy match (score: 83.33333333333334), different county",Bantons Ferry,Rutherford,35.8445,-86.3972,1640646,35.0745,-84.5372,117.42573972795111
249,Bantons Ferry,Rutherford,,1840.0,2056.0,1304911.0,Bacon Ferry,Monroe,Crossing,73.33333333333334,FUZZY_GENERAL,"Fuzzy match (score: 83.33333333333334), different county",Bantons Ferry,Rutherford,35.8445,-86.3972,1304911,35.4445,-84.2372,124.39473867522962
250,Baptist,Rhea,,1891.0,16997.0,1276271.0,Baptist Gap,Claiborne,Gap,80.0,NAME_VARIATION,Name variation: baptist gap,Baptist,Rhea,35.6045,-84.9372,1276271,36.4945,-83.6972,92.63052830256044
250,Baptist,Rhea,,1891.0,27482.0,1276273.0,Baptist Ridge,Clay,Ridge,80.0,NAME_VARIATION,Name variation: baptist ridge,Baptist,Rhea,35.6045,-84.9372,1276273,36.5545,-85.5472,73.95495274267381
250,Baptist,Rhea,,1891.0,32019.0,1314624.0,Baptist Ridge,Clay,Populated Place,80.0,NAME_VARIATION,Name variation: baptist ridge,Baptist,Rhea,35.6045,-84.9372,1314624,36.5545,-85.5472,73.95495274267381
253,Barcheers,Giles,,1904.0,30574.0,1310501.0,Archer,Marshall,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 80.0), different county",Barcheers,Giles,35.1845,-87.0472,1310501,35.4545,-86.7972,23.3821321675929
253,Barcheers,Giles,,1904.0,33686.0,1314614.0,Bachelder,Lewis,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 77.77777777777779), different county",Barcheers,Giles,35.1845,-87.0472,1314614,35.4845,-87.4972,32.758761837730226
253,Barcheers,Giles,,1904.0,4958.0,1644675.0,Roches Bar,Decatur,Bar,70.0,FUZZY_GENERAL,"Fuzzy match (score: 73.6842105263158), different county",Barcheers,Giles,35.1845,-87.0472,1644675,35.5945,-88.1222,66.85418822006763
253,Barcheers,Giles,,1904.0,4958.0,1644675.0,Roches Bar,Decatur,Bar,70.0,FUZZY_GENERAL,"Fuzzy match (score: 73.6842105263158), different county",Barcheers,Giles,35.1845,-87.0472,1644675,35.3145,-87.7472,40.5082202643807
263,Barkis,Hawkins,,1892.0,4915.0,1644115.0,Kings Bar,Roane,Bar,70.0,FUZZY_GENERAL,"Fuzzy match (score: 80.0), different county",Barkis,Hawkins,36.4345,-82.9472,1644115,35.8645,-84.5372,97.06210932335287
263,Barkis,Hawkins,,1892.0,34140.0,1296772.0,Paris,Henry,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Barkis,Hawkins,36.4345,-82.9472,1296772,36.2945,-88.2972,297.80155323902824
264,Barley,Monroe,,1906.0,5315.0,1276320.0,Barley Branch,Rhea,Stream,80.0,NAME_VARIATION,Name variation: barley branch,Barley,Monroe,35.4445,-84.2372,1276320,35.6045,-84.9372,40.88826817510193
264,Barley,Monroe,,1906.0,5785.0,1276321.0,Barley Branch,Campbell,Stream,80.0,NAME_VARIATION,Name variation: barley branch,Barley,Monroe,35.4445,-84.2372,1276321,36.3989,-84.1513,66.12166497812522
264,Barley,Monroe,,1906.0,16105.0,1276322.0,Barley Creek,Campbell,Stream,80.0,NAME_VARIATION,Name variation: barley creek,Barley,Monroe,35.4445,-84.2372,1276322,36.3989,-84.1513,66.12166497812522
269,Barnes Store,Coffee,,,32306.0,1327502.0,Barnes,Washington,Populated Place,80.0,NAME_VARIATION,Name variation: barnes,Barnes Store,Coffee,35.4845,-86.0972,1327502,36.2945,-82.5072,208.5989826414039
269,Barnes Store,Coffee,,,33383.0,1276340.0,Barnes,Pickett,Populated Place,80.0,NAME_VARIATION,Name variation: barnes,Barnes Store,Coffee,35.4845,-86.0972,1276340,36.5645,-85.0472,94.93024945933998
290,Bartheny,Union,,1902.0,28935.0,1304889.0,Athens,McMinn,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 71.42857142857143), different county",Bartheny,Union,36.2645,-83.8872,1304889,35.4345,-84.5872,69.47027325019639
290,Bartheny,Union,,1902.0,31592.0,1314635.0,Batley,Anderson,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 71.42857142857143), different county",Bartheny,Union,36.2645,-83.8872,1314635,36.1034,-84.1888,20.170198917240718
290,Bartheny,Union,,1902.0,28054.0,1314630.0,Barthelia,Trousdale,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 70.58823529411764), different county",Bartheny,Union,36.2645,-83.8872,1314630,36.3845,-86.1472,126.08467127087243
294,Bartlets Station,Blount,,,30499.0,1290982.0,Lees Station,Bledsoe,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 78.57142857142857), different county",Bartlets Station,Blount,35.6856,-83.9207,1290982,35.5673,-85.2389,74.4856420614184
294,Bartlets Station,Blount,,,27866.0,1278757.0,Bryant Station,Maury,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 73.33333333333334), different county",Bartlets Station,Blount,35.6856,-83.9207,1278757,35.6145,-87.0472,175.6084689381041
294,Bartlets Station,Blount,,,31030.0,1327570.0,Benton Station,Polk,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 73.33333333333334), different county",Bartlets Station,Blount,35.6856,-83.9207,1327570,35.0745,-84.5372,54.67422577293064
299,Baryville,Decatur,,,27672.0,1292868.0,Maryville,Blount,Populated Place,78.88888888888889,FUZZY_GENERAL,"Fuzzy match (score: 88.88888888888889), different county",Baryville,Decatur,35.5945,-88.1222,1292868,35.6856,-83.9207,236.00188949596057
299,Baryville,Decatur,,,29945.0,1279837.0,Caryville,Campbell,Populated Place,78.88888888888889,FUZZY_GENERAL,"Fuzzy match (score: 88.88888888888889), different county",Baryville,Decatur,35.5945,-88.1222,1279837,36.3989,-84.1513,228.82026311868628
300,Bashors Mill,Washington,,1899.0,29251.0,1314582.0,Anchor Mill,Bedford,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 78.26086956521739), different county",Bashors Mill,Washington,36.2945,-82.5072,1314582,35.5045,-86.4714,228.48210565673563
300,Bashors Mill,Washington,,1899.0,30122.0,1304920.0,Bairds Mill,Wilson,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 78.26086956521739), different county",Bashors Mill,Washington,36.2945,-82.5072,1304920,36.1745,-86.2972,211.38260228259034
300,Bashors Mill,Washington,,1899.0,31929.0,1314612.0,Babbs Mill,Greene,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Bashors Mill,Washington,36.2945,-82.5072,1314612,36.1545,-82.8472,21.278206264202122
306,Bass Landing,Lake,,1879.0,2359.0,1276430.0,Bass Bay,Benton,Bay,75.0,FIRST_WORD,"First word match, different county",Bass Landing,Lake,36.3345,-89.4972,1276430,36.0773,-88.0589,82.1369183505746
306,Bass Landing,Lake,,1879.0,15014.0,1276431.0,Bass Branch,Giles,Stream,75.0,FIRST_WORD,"First word match, different county",Bass Landing,Lake,36.3345,-89.4972,1276431,35.1845,-87.0472,158.69252720024159
306,Bass Landing,Lake,,1879.0,27348.0,1276437.0,Bass Hollow,Stewart,Valley,75.0,FIRST_WORD,"First word match, different county",Bass Landing,Lake,36.3345,-89.4972,1276437,36.5045,-87.8472,92.49147334780328
310,Bates Branch,Greene,,1847.0,5551.0,1276459.0,Bates Branch,Decatur,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Bates Branch,Greene,36.1545,-82.8472,1276459,35.5945,-88.1222,297.8324345271288
310,Bates Branch,Greene,,1847.0,7308.0,1276460.0,Bates Branch,Putnam,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Bates Branch,Greene,36.1545,-82.8472,1276460,36.1345,-85.4972,147.8679297847402
310,Bates Branch,Greene,,1847.0,14013.0,1276461.0,Bates Branch,Sumner,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county",Bates Branch,Greene,36.1545,-82.8472,1276461,36.4645,-86.4672,202.68754527579696
313,Bateville,Clay,,1906.0,28313.0,1276198.0,Bakerville,Humphreys,Populated Place,74.21052631578947,FUZZY_GENERAL,"Fuzzy match (score: 84.21052631578947), different county",Bateville,Clay,36.5545,-85.5472,1276198,36.0145,-87.6972,125.42724107668538
313,Bateville,Clay,,1906.0,28962.0,1273902.0,Waterville,Bradley,Populated Place,74.21052631578947,FUZZY_GENERAL,"Fuzzy match (score: 84.21052631578947), different county",Bateville,Clay,36.5545,-85.5472,1273902,35.159,-84.8766,103.4800730622074
313,Bateville,Clay,,1906.0,30152.0,1314693.0,Blakeville,Lincoln,Populated Place,74.21052631578947,FUZZY_GENERAL,"Fuzzy match (score: 84.21052631578947), different county",Bateville,Clay,36.5545,-85.5472,1314693,35.0745,-86.6472,119.40005425525659
318,Baton,Robertson,,1902.0,734.0,1643502.0,Blanton (historical),Cannon,Populated Place,73.33333333333334,FUZZY_GENERAL,"Fuzzy match (score: 83.33333333333334), different county",Baton,Robertson,36.5145,-86.8672,1643502,35.8095,-86.0583,66.40220075844003
318,Baton,Robertson,,1902.0,33672.0,1314728.0,Brayton,Bledsoe,Populated Place,73.33333333333334,FUZZY_GENERAL,"Fuzzy match (score: 83.33333333333334), different county",Baton,Robertson,36.5145,-86.8672,1314728,35.5673,-85.2389,112.06987269061534
322,Batsons Store,Dickson,,,321.0,1308480.0,Lyons Store (historical),Hawkins,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 75.0), different county",Batsons Store,Dickson,36.1345,-87.3972,1308480,36.4345,-82.9472,248.70232110774907
322,Batsons Store,Dickson,,,11010.0,1647629.0,Store Branch,Gibson,Stream,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.0), different county",Batsons Store,Dickson,36.1345,-87.3972,1647629,36.0345,-88.8972,84.04540774264234
322,Batsons Store,Dickson,,,28384.0,1297025.0,Paynes Store,Trousdale,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.0), different county",Batsons Store,Dickson,36.1345,-87.3972,1297025,36.3845,-86.1472,71.75547179705231
325,Beaverdam Forks,Roane,,1868.0,6580.0,1305042.0,Beaverdam Creek,Dickson,Stream,75.0,FIRST_WORD,"First word match, different county",Beaverdam Forks,Roane,35.8645,-84.5372,1305042,36.1345,-87.3972,160.9569756688545
325,Beaverdam Forks,Roane,,1868.0,7797.0,1276727.0,Beaverdam Creek,Henry,Stream,75.0,FIRST_WORD,"First word match, different county",Beaverdam Forks,Roane,35.8645,-84.5372,1276727,36.2945,-88.2972,212.05363936226527
325,Beaverdam Forks,Roane,,1868.0,12006.0,1276725.0,Beaverdam Creek,Bledsoe,Stream,75.0,FIRST_WORD,"First word match, different county",Beaverdam Forks,Roane,35.8645,-84.5372,1276725,35.5673,-85.2389,44.400862131368406
334,Bayne,Henry,,1904.0,681.0,1311785.0,Haynes (historical),Union,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Bayne,Henry,36.2945,-88.2972,1311785,36.2645,-83.8872,245.6347788123883
334,Bayne,Henry,,1904.0,28482.0,1313075.0,Haynes,Rutherford,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Bayne,Henry,36.2945,-88.2972,1313075,35.8445,-86.3972,110.57779315445367
334,Bayne,Henry,,1904.0,30980.0,1269358.0,Blaine,Grainger,Populated Place,70.0,FUZZY_GENERAL,"Fuzzy match (score: 72.72727272727273), different county",Bayne,Henry,36.2945,-88.2972,1269358,36.2845,-83.4972,267.3104239518964
383,Beaverdam Forks,Tipton,,,6580.0,1305042.0,Beaverdam Creek,Dickson,Stream,75.0,FIRST_WORD,"First word match, different county",Beaverdam Forks,Tipton,35.4945,-89.7972,1305042,36.1345,-87.3972,141.5572491482797
383,Beaverdam Forks,Tipton,,,7797.0,1276727.0,Beaverdam Creek,Henry,Stream,75.0,FIRST_WORD,"First word match, different county",Beaverdam Forks,Tipton,35.4945,-89.7972,1276727,36.2945,-88.2972,100.52431238108271
383,Beaverdam Forks,Tipton,,,12006.0,1276725.0,Beaverdam Creek,Bledsoe,Stream,75.0,FIRST_WORD,"First word match, different county",Beaverdam Forks,Tipton,35.4945,-89.7972,1276725,35.5673,-85.2389,256.34774695933487
384,Beaverdam Forks,Hickman,,,12304.0,1276726.0,Beaverdam Creek,Hickman,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county",Beaverdam Forks,Hickman,35.8145,-87.3972,1276726,35.8145,-87.3972,0.0
384,Beaverdam Forks,Hickman,,,5108.0,1651149.0,Beaverdam Springs,Hickman,Spring,90.0,FIRST_WORD,"First word match with suffix 'springs', same county",Beaverdam Forks,Hickman,35.8145,-87.3972,1651149,35.8145,-87.3972,0.0
